id,institution,rank,city,state,website,institution_level,private,graduate_offering,urbanization_degree,distance_education_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location
260,Knox College,150,Galesburg,Illinois,www.knox.edu/,Four or more years,TRUE,FALSE,Town,FALSE,0,0,68,Required,Considered,Required,3104,2199,70.84,274,12.46,540,660,540,660,22,31,23,31,21,29,49185,789,49185,789,49974,49974,"2 E South St, Galesburg, Illinois 61401",10658,"(40.943753, -90.369878)"
236,Illinois Institute of Technology,122,Chicago,Illinois,web.iit.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,75,37,Required,Required,Required,5033,3053,60.66,518,16.97,570,670,630,720,26,32,24,33,27,32,48670,1820,48670,1820,50490,50490,"10 West 35th Street, Chicago, Illinois 60616",3405,"(41.8352554, -87.62643580295205)"
400,Princeton University,1,Princeton,New Jersey,www.princeton.edu/,Four or more years,TRUE,TRUE,City,FALSE,70,95,87,Required,Required,Required,32835,1848,5.63,1154,62.45,710,770,740,800,32,35,34,36,31,35,48502,0,48502,0,48502,48502,"1 Nassau Hall, Princeton, New Jersey 08544-0070",7971,"(40.33867515, -74.65836549131683)"
104,Clark University,103,Worcester,Massachusetts,www.clarku.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,75,71,Required,Considered,Required,7153,3371,47.13,487,14.45,580,680,570,670,27,32,26,34,23,29,48250,352,48250,352,48602,48602,"950 Main St, Worcester, Massachusetts 01610-1477",9519,"(42.2584026, -71.83230651363343)"
462,Southern California Institute of Architecture,150,Los Angeles,California,www.sciarc.edu/,Four or more years,TRUE,TRUE,City,FALSE,85,85,0,Required,Considered,Required,422,284,67.3,27,9.51,499,651,500,685,27,30,28,29,26,29,48078,1200,48078,1200,49278,49278,"960 E. 3rd Street, Los Angeles, California 90013-1822",3442,"(34.0431787, -118.2328067)"
732,Widener University,150,Chester,Pennsylvania,www.widener.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,35,51,Recommended,Considered,Required,5739,4280,74.58,600,14.02,515,600,520,610,20,26,19,25,18,26,47770,805,47770,805,48575,48575,"One University Place, Chester, Pennsylvania 19013-5792",12975,"(39.8606395, -75.35659321419246)"
431,Saint Joseph's University,150,Philadelphia,Pennsylvania,www.sju.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,35,73,Required,Considered,Required,7632,6111,80.07,847,13.86,560,650,540,640,23,29,0,0,0,0,47740,200,47740,200,47940,47940,"5600 City Avenue, Philadelphia, Pennsylvania 19131-1395",3465,"(39.995209, -75.239086)"
447,Seattle University,127,Seattle,Washington,www.seattleu.edu/,Four or more years,TRUE,TRUE,City,TRUE,55,55,61,Required,Considered,Required,7914,6587,83.23,805,12.22,570,660,560,670,24,30,23,31,23,28,47565,825,47565,825,48390,48390,"900 Broadway, Seattle, Washington 98122-4340",3487,"(47.668743, -122.368787)"
149,Dominican University of California,150,San Rafael,California,www.dominican.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,57,Considered,Considered,Required,1971,1690,85.74,267,15.8,540,620,530,630,21,26,21,27,18,27,47190,720,47190,720,47910,47910,"50 Acacia Ave, San Rafael, California 94901-2298",11933,"(37.9799, -122.51351170063118)"
726,Westmont College,150,Santa Barbara,California,www.westmont.edu/,Four or more years,TRUE,FALSE,Suburb,FALSE,0,0,71,Required,Required,Required,2493,1749,70.16,307,17.55,570,690,540,680,24,31,24,34,23,29,46980,1200,46980,1200,48180,48180,"955 La Paz Rd, Santa Barbara, California 93108-1089",7907,"(34.450372200000004, -119.66150952069927)"
415,Ripon College,150,Ripon,Wisconsin,www.ripon.edu/,Four or more years,TRUE,FALSE,Town,FALSE,30,0,61,Recommended,Considered,Required,2614,1936,74.06,242,12.5,480,590,490,580,18,25,18,25,18,25,46823,300,46823,300,47123,47123,"300 West Seward Street, Ripon, Wisconsin 54971-0248",33599,"(43.84102355, -88.85393861210508)"
446,Seattle Pacific University,150,Seattle,Washington,spu.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,53,Required,Required,Required,3923,3555,90.62,655,18.42,510,590,500,570,20,27,19,28,18,25,46728,516,46728,516,47244,47244,"3307 3rd Ave W, Seattle, Washington 98119-1997",3487,"(47.6496408, -122.36266860337459)"
653,University of Scranton,150,Scranton,Pennsylvania,www.scranton.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,77,Required,Required,Required,9291,7315,78.73,895,12.24,560,640,540,640,23,28,22,30,22,28,46684,400,46684,400,47084,47084,"800 Linden Street, Scranton, Pennsylvania 18510-4699",7771,"(41.405358, -75.6582453)"
432,Saint Louis University,103,Saint Louis,Missouri,www.slu.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,55,69,Recommended,Required,Required,16580,9208,55.54,1542,16.75,580,680,580,690,25,31,25,34,24,29,46400,724,46400,724,47124,47124,"One North Grand Blvd, Saint Louis, Missouri 63103-2097",3476,"(38.6352837, -90.2316773318154)"
667,University of St Thomas,150,Saint Paul,Minnesota,www.stthomas.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,60,64,Recommended,Required,Required,7128,6230,87.4,1487,23.87,560,670,570,670,23,29,21,29,23,28,46348,1035,46348,1035,47383,47383,"2115 Summit Ave, Saint Paul, Minnesota 55105-1078",3477,"(44.94124429310345, -93.18965748275862)"
210,Gonzaga University,79,Spokane,Washington,www.gonzaga.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,73,Required,Considered,Required,8409,6129,72.89,1052,17.16,580,670,580,680,25,30,25,33,24,29,46060,860,46060,860,46920,46920,"E 502 Boone Ave, Spokane, Washington 99258-0001",3489,"(47.6679599, -117.331219)"
535,Trinity University,150,San Antonio,Texas,new.trinity.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,65,Required,Required,Required,9394,3158,33.62,634,20.08,630,710,620,710,28,32,27,34,26,30,45840,616,45840,616,46456,46456,"One Trinity Place, San Antonio, Texas 78212-7200",3480,"(29.4633806, -98.4816326)"
388,Pace University,150,New York,New York,www.pace.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,70,42,Required,Considered,Required,24902,20636,82.87,1789,8.67,540,630,520,610,22,28,22,29,20,26,45832,1852,45832,1852,47684,47684,"1 Pace Plaza, New York, New York 10038-1598",3455,"(40.7110664, -74.00462571728673)"
69,California Lutheran University,150,Thousand Oaks,California,www.callutheran.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,50,69,Required,Required,Required,5568,4142,74.39,516,12.46,540,620,530,620,20,27,20,27,18,26,45500,482,45500,482,45982,45982,"60 W Olsen Rd, Thousand Oaks, California 91360-2787",7813,"(34.22576693993819, -118.87485966697385)"
288,Loyola University Chicago,103,Chicago,Illinois,www.luc.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,67,Required,Required,Required,25453,17954,70.54,2129,11.86,570,660,560,670,25,31,25,34,24,29,45500,560,45500,560,46060,46060,"1032 W. Sheridan Rd, Chicago, Illinois 60660",3405,"(41.998311, -87.656898)"
730,Whitworth University,150,Spokane,Washington,www.whitworth.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,35,68,Considered,Considered,Required,3915,3563,91.01,607,17.04,520,640,530,630,21,28,20,29,20,27,45050,1200,45050,1200,46250,46250,"300 W Hawthorne Rd, Spokane, Washington 99251",3489,"(47.751064, -117.415214)"
291,Luther College,150,Decorah,Iowa,www.luther.edu/,Four or more years,TRUE,FALSE,Town,TRUE,0,0,72,Required,Considered,Required,3640,2340,64.29,453,19.36,510,640,520,640,23,29,22,30,21,28,45000,610,45000,610,45610,45610,"700 College Drive, Decorah, Iowa 52101-1045",13029,"(43.314662, -91.800962)"
704,Wabash College,150,Crawfordsville,Indiana,www.wabash.edu/,Four or more years,TRUE,FALSE,Town,FALSE,50,0,66,Considered,Considered,Required,1522,962,63.21,240,24.95,550,650,570,670,22,29,20,28,23,28,45000,850,45000,850,45850,45850,"301 West Wabash Avenue, Crawfordsville, Indiana 47933-0352",34894,"(40.039366, -86.904499)"
298,Marquette University,83,Milwaukee,Wisconsin,www.marquette.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,67,Not Required,Considered,Considered,15324,12641,82.49,1651,13.06,580,660,580,680,25,30,25,32,24,29,44970,696,44970,696,45666,45666,"1250 W Wisconsin Avenue, Milwaukee, Wisconsin 53233",3449,"(43.0389127, -87.9351684)"
576,University of Dayton,127,Dayton,Ohio,udayton.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,60,Required,Considered,Required,16606,13469,81.11,2134,15.84,540,640,540,660,23,29,22,30,22,28,44890,0,44890,0,44890,44890,"300 College Park, Dayton, Ohio 45469",7711,"(39.740615, -84.180208)"
128,Cooper Union for the Advancement of Science and Art,150,New York,New York,www.cooper.edu/,Four or more years,TRUE,TRUE,City,FALSE,75,75,71,Required,Considered,Required,2358,413,17.51,208,50.36,630,710,700,790,30,34,29,35,29,35,44550,2270,44550,2270,46820,46820,"7 East 7th Street, New York, New York 10003-7120",3455,"(40.728892571428574, -73.99004928571429)"
279,Linfield University-McMinnville Campus,150,McMinnville,Oregon,www.linfield.edu/,Four or more years,TRUE,FALSE,Town,TRUE,0,0,55,Required,Considered,Required,2250,1804,80.18,392,21.73,530,610,520,600,20,27,18,25,18,26,44450,682,44450,682,45132,45132,"900 SE Baker, McMinnville, Oregon 97128-6894",36099,"(45.2060902, -123.1979724)"
259,Kettering University,150,Flint,Michigan,www.kettering.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,8,Recommended,Required,Required,1975,1464,74.13,340,23.22,580,660,600,700,25,30,23,32,25,30,44380,0,44380,0,44380,44380,"1700 University Avenue, Flint, Michigan 48504-6214",10898,"(43.014042200000006, -83.71399843350707)"
150,Drake University,136,Des Moines,Iowa,www.drake.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,70,68,Recommended,Considered,Required,6624,4499,67.92,738,16.4,560,660,550,680,23,30,22,31,22,29,44198,178,44198,178,44376,44376,"2507 University Avenue, Des Moines, Iowa 50311-4505",3413,"(41.6014911, -93.6521702)"
750,Yeshiva University,68,New York,New York,www.yu.edu/,Four or more years,TRUE,TRUE,City,TRUE,65,50,80,Required,Required,Required,1442,972,67.41,558,57.41,590,700,550,710,24,31,25,34,24,30,43575,2900,43575,2900,46475,46475,"500 W 185th St, New York, New York 10033-3299",3455,"(40.8506562, -73.9298679)"
705,Wartburg College,150,Waverly,Iowa,www.wartburg.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,0,63,Required,Considered,Required,4795,3439,71.72,469,13.64,480,600,490,600,19,25,18,24,18,26,43500,2180,43500,2180,45680,45680,"100 Wartburg Blvd., Waverly, Iowa 50677-0903",33390,"(42.7273978, -92.4818481)"
444,School of Visual Arts,150,New York,New York,www.sva.edu/,Four or more years,TRUE,TRUE,City,FALSE,50,80,63,Recommended,Required,Required,4314,3086,71.53,563,18.24,545,650,530,680,23,27,0,0,0,0,43400,0,43400,0,43400,43400,"23rd St, New York, New York 10010",3455,"(40.7401727, -73.98626027401363)"
340,Mount Saint Mary's University,150,Los Angeles,California,www.msmu.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,44,Required,Considered,Required,1986,1774,89.33,372,20.97,470,570,430,540,18,23,0,0,0,0,43224,1250,43224,1250,44474,44474,"12001 Chalon Rd, Los Angeles, California 90049-1599",3442,"(34.09894307510074, -118.48482454822033)"
476,St. John's University-New York,150,Queens,New York,www.stjohns.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,70,42,Considered,Considered,Required,27917,20956,75.07,2082,9.94,540,640,540,660,23,29,22,31,22,28,43160,1600,43160,1600,44760,44760,"8000 Utopia Pky, Queens, New York 11439",10027,"(40.7803971, -73.7939585)"
217,Hamline University,150,Saint Paul,Minnesota,www.hamline.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,55,Recommended,Required,Required,4441,3062,68.95,455,14.86,485,615,510,610,20,26,18,25,18,25,43154,1991,43154,1991,45145,45145,"1536 Hewitt Avenue, Saint Paul, Minnesota 55104-1284",3477,"(44.96657340883007, -93.16477746161392)"
673,University of Tulsa,136,Tulsa,Oklahoma,utulsa.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,55,54,Required,Required,Recommended,5815,4025,69.22,491,12.2,540,650,540,680,23,31,23,33,23,30,42950,1035,42950,1035,43985,43985,"800 South Tucker Drive, Tulsa, Oklahoma 74104-3189",3495,"(36.1523306, -95.94596023877983)"
65,Butler University,150,Indianapolis,Indiana,www.butler.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,73,Recommended,Considered,Required,14592,11045,75.69,1104,10,580,660,570,660,25,30,24,31,24,29,42410,990,42410,990,43400,43400,"4600 Sunset Ave, Indianapolis, Indiana 46208",3431,"(39.839532, -86.16903)"
30,Austin College,150,Sherman,Texas,www.austincollege.edu/,Four or more years,TRUE,TRUE,City,FALSE,0,0,66,Required,Considered,Considered,4288,2113,49.28,340,16.09,560,660,550,650,22,29,22,29,20,26,42405,185,42405,185,42590,42590,"900 N Grand Ave, Sherman, Texas 75090-4400",13843,"(33.64713745, -96.59793446942271)"
184,Florida Institute of Technology,150,Melbourne,Florida,www.fit.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,42,Considered,Required,Required,9803,6898,70.37,689,9.99,560,660,570,670,23,30,22,30,23,29,42346,900,42346,900,43246,43246,"150 West University Boulevard, Melbourne, Florida 32901-6975",8904,"(28.06397348979592, -80.6250648367347)"
746,Xavier University,150,Cincinnati,Ohio,www.xavier.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,66,Required,Considered,Not Required,14805,12024,81.22,1315,10.94,540,630,520,620,22,28,21,29,21,27,42230,230,42230,230,42460,42460,"3800 Victory Parkway, Cincinnati, Ohio 45207-1092",3406,"(39.149898, -84.4746463)"
169,Emmanuel College,150,Franklin Springs,Georgia,www.emmanuel.edu/,Four or more years,TRUE,TRUE,City,TRUE,60,0,58,Required,Considered,Required,5450,4116,75.52,419,10.18,570,650,540,630,23,29,0,0,0,0,42096,420,42096,420,42516,42516,"400 The Fenway, Boston, Massachusetts 02115",3400,"(42.350499600000006, -71.08335956740865)"
292,Lycoming College,150,Williamsport,Pennsylvania,www.lycoming.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,55,Required,Considered,Required,2917,1910,65.48,334,17.49,510,610,500,600,20,26,19,27,19,25,41984,955,41984,955,42939,42939,"One College Place, Williamsport, Pennsylvania 17701-5192",8868,"(41.245915, -77.000173)"
693,Valparaiso University,150,Valparaiso,Indiana,www.valpo.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,30,63,Recommended,Considered,Required,5991,5190,86.63,637,12.27,540,640,530,640,22,29,22,29,22,28,41940,1346,41940,1346,43286,43286,"Sturdy Road, Valparaiso, Indiana 46383",8957,"(41.4918563, -87.038635)"
154,Duquesne University,148,Pittsburgh,Pennsylvania,www.duq.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,0,68,Not Required,Required,Considered,8335,6434,77.19,1195,18.57,570,640,550,630,23,28,22,28,22,27,41892,0,41892,0,41892,41892,"Administration Bldg 600 Forbes Ave, Pittsburgh, Pennsylvania 15282",3467,"(40.43814605, -79.992135640572)"
324,Milwaukee School of Engineering,150,Milwaukee,Wisconsin,www.msoe.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,49,Not Required,Considered,Required,4059,2439,60.09,573,23.49,580,670,600,700,25,30,23,31,26,30,41820,1755,41820,1755,43575,43575,"1025 N Broadway, Milwaukee, Wisconsin 53202-3109",3449,"(43.041957, -87.9082407)"
474,St Catherine University,150,Saint Paul,Minnesota,www.stkate.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,60,47,Recommended,Considered,Required,1677,1277,76.15,327,25.61,570,620,510,620,19,25,18,25,18,25,41700,894,41700,894,42594,42594,"2004 Randolph Ave, Saint Paul, Minnesota 55105",3477,"(44.927138346153846, -93.1851013846154)"
575,University of Dallas,150,Irving,Texas,www.udallas.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,61,Required,Considered,Required,4645,2498,53.78,379,15.17,580,690,550,660,23,30,23,33,22,27,41660,3500,41660,3500,45160,45160,"1845 E Northgate Drive, Irving, Texas 75062-4736",3432,"(32.8487635, -96.92256763370509)"
42,Bellarmine University,150,Louisville,Kentucky,www.bellarmine.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,40,56,Required,Considered,Required,4191,3452,82.37,573,16.6,520,640,500,640,21,28,21,30,20,26,41520,1950,41520,1950,43470,43470,"2001 Newburg Rd, Louisville, Kentucky 40205-0671",3443,"(38.2187504, -85.70584113751073)"
426,Saint Anselm College,150,Manchester,New Hampshire,www.anselm.edu/,Four or more years,TRUE,FALSE,Suburb,TRUE,50,0,75,Required,Considered,Required,3942,3002,76.15,530,17.65,580,660,560,640,25,30,27,32,23,27,41510,1330,41510,1330,42840,42840,"100 Saint Anselm Drive, Manchester, New Hampshire 03102-1310",7936,"(42.983557649999995, -71.50775001609811)"
107,Cleveland Institute of Art,150,Cleveland,Ohio,www.cia.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,58,Required,Considered,Required,975,655,67.18,149,22.75,560,680,510,620,19,27,19,29,17,25,41490,2895,41490,2895,44385,44385,"11610 Euclid Avenue, Cleveland, Ohio 44106-1710",3407,"(41.5105999, -81.60241351457773)"
484,Suffolk University,150,Boston,Massachusetts,www.suffolk.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,45,Required,Considered,Required,7686,6602,85.9,890,13.48,510,613,500,590,21,26,0,0,0,0,41242,406,41242,406,41648,41648,"73 Tremont St., Boston, Massachusetts 02108-3901",3400,"(42.35784935, -71.06104005810357)"
354,North Central College,150,Naperville,Illinois,northcentralcollege.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,0,57,Recommended,Required,Required,6919,3687,53.29,534,14.48,530,610,520,620,21,28,21,28,20,27,41000,180,41000,180,41180,41180,"30 N Brainard St, Naperville, Illinois 60540",9606,"(41.77641575, -88.143504)"
91,Cedar Crest College,150,Allentown,Pennsylvania,www.cedarcrest.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,37,Required,Required,Required,1851,971,52.46,183,18.85,490,600,480,570,18,24,16,23,16,24,40967,600,40967,600,41567,41567,"100 College Drive, Allentown, Pennsylvania 18104-6196",7944,"(40.585938, -75.513757)"
371,Oglethorpe University,150,Atlanta,Georgia,oglethorpe.edu/,Four or more years,TRUE,FALSE,Suburb,FALSE,50,0,39,Recommended,Considered,Required,2386,1597,66.93,421,26.36,570,650,530,630,22,28,22,30,20,26,40880,280,40880,280,41160,41160,"4484 Peachtree Road  NE, Atlanta, Georgia 30319-2797",3391,"(33.8537728, -84.3594248)"
451,Simmons University,136,Boston,Massachusetts,www.simmons.edu/,Four or more years,TRUE,TRUE,City,TRUE,55,56,76,Required,Required,Required,2905,2398,82.55,451,18.81,540,640,520,610,24,29,23,29,19,27,40850,1067,40850,1067,41917,41917,"300 The Fenway, Boston, Massachusetts 02115-5898",3400,"(42.3400317, -71.1008718)"
528,Thomas Jefferson University,148,Philadelphia,Pennsylvania,www.jefferson.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,40,51,Required,Considered,Required,4469,3121,69.84,643,20.6,550,630,540,640,20,27,20,27,20,27,40680,1186,40680,1186,41866,41866,"1020 Walnut Street, Philadelphia, Pennsylvania 19107",3465,"(39.9482665, -75.15821766888729)"
584,University of Hartford,150,West Hartford,Connecticut,www.hartford.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,50,49,Recommended,Considered,Required,12660,9800,77.41,1141,11.64,510,610,510,600,22,29,0,0,0,0,40490,3070,40490,3070,43560,43560,"200 Bloomfield Ave, West Hartford, Connecticut 06117-1599",9182,"(41.79475, -72.717636)"
